id_produto,tipo,temperatura_ar_k,temperatura_processo_k,velocidade_rotacao_rpm,torque_nm,desgaste_ferramenta_min,falha_maquina,potencia_calc
M15280,M,297.3,308.3,1301.0,39.6,5,0,51519.6
M15281,M,297.3,308.3,1657.0,31.1,8,0,51532.700000000004
L47602,L,297.3,308.3,1333.0,55.2,11,0,73581.6
L47603,L,297.3,308.3,1484.0,43.9,13,0,65147.6
L47604,L,297.3,308.4,1430.0,45.7,15,0,65351.00000000001
M15285,M,297.3,308.4,1665.0,28.9,17,0,48118.5
L47606,L,297.4,308.5,1501.0,44.9,20,0,67394.9
M15287,M,297.5,308.5,1496.0,42.2,22,0,63131.200000000004
M15288,M,297.6,308.6,1595.0,36.9,25,0,58855.5
L47609,L,297.5,308.6,1208.0,62.3,28,0,75258.4
L47610,L,297.5,308.6,1596.0,37.1,30,0,59211.600000000006
L47611,L,297.5,308.5,1446.0,41.9,32,0,60587.4
M15292,M,297.6,308.5,1466.0,39.7,34,0,58200.200000000004
M15293,M,297.6,308.5,1848.0,23.7,37,0,43797.6
M15294,M,297.5,308.5,1484.0,44.7,40,0,66334.8
L47615,L,297.4,308.3,1493.0,41.2,43,0,61511.600000000006
L47616,L,297.3,308.3,1504.0,36.3,45,0,54595.2
L47617,L,297.3,308.3,1538.0,38.5,47,0,59213.0
L47618,L,297.4,308.4,1341.0,52.2,49,0,70000.2
M15299,M,300.1,310.1,1504.0,40.1,51,0,60310.4
L47620,L,297.4,308.5,1389.0,39.2,54,0,54448.8
H29855,H,297.5,308.5,1393.0,46.6,56,0,64913.8
L47622,L,297.4,308.5,1399.0,61.5,61,1,86038.5
H29857,H,297.4,308.5,1469.0,45.1,63,0,66251.90000000001
L47624,L,297.4,308.4,1582.0,37.2,68,0,58850.4
L47625,L,297.5,308.6,1793.0,26.7,70,0,47873.1
L47626,L,297.5,308.6,1452.0,39.0,72,0,56628.0
M15307,M,297.6,308.7,1376.0,59.9,74,0,82422.4
L47628,L,297.5,308.6,1552.0,44.9,77,0,69684.8
L47629,L,297.6,308.7,1622.0,37.9,79,0,61473.799999999996
M15310,M,297.6,308.7,1419.0,41.7,81,0,59172.3
H29865,H,297.5,308.6,1440.0,46.1,84,0,66384.0
M15312,M,297.4,308.6,1643.0,31.0,89,0,50933.0
L47633,L,297.4,308.7,1510.0,36.2,92,0,54662.00000000001
L47634,L,297.4,308.7,1468.0,46.6,94,0,68408.8
L47635,L,297.4,308.7,1429.0,57.4,96,0,82024.59999999999
H29870,H,297.3,308.7,1478.0,47.6,98,0,70352.8
L47637,L,297.4,308.6,1276.0,53.6,103,0,68393.6
L47638,L,297.3,308.6,1486.0,42.6,105,0,63303.6
L47639,L,297.4,308.6,1476.0,42.3,107,0,62434.799999999996
H29874,H,297.3,308.6,1431.0,42.0,109,0,60102.0
L47641,L,297.4,308.7,1402.0,40.2,114,0,56360.4
L47642,L,297.4,308.7,1433.0,43.4,116,0,62192.2
L47643,L,297.4,308.7,2874.0,4.2,118,1,12070.800000000001
L47644,L,297.3,308.6,1511.0,35.7,120,0,53942.700000000004
M15325,M,297.3,308.6,1456.0,42.9,122,0,62462.4
L47646,L,297.2,308.5,1550.0,41.5,125,0,64325.0
L47647,L,297.2,308.5,2182.0,16.5,127,0,36003.0
L47648,L,297.3,308.7,1619.0,31.6,129,0,51160.4
M15329,M,297.3,308.8,1586.0,32.7,131,0,51862.200000000004
H29884,H,297.3,308.8,1499.0,44.2,134,0,66255.8
H29885,H,297.3,308.8,1419.0,42.4,139,0,60165.6
M15332,M,297.4,309.0,1497.0,41.8,144,0,62574.6
M15333,M,297.4,309.0,1520.0,37.0,147,0,56240.0
L47654,L,297.4,309.1,1478.0,49.8,150,0,73604.4
L47655,L,297.4,309.1,1380.0,41.1,152,0,56718.0
L47656,L,297.4,309.0,1570.0,37.9,154,0,59503.0
H29891,H,297.4,309.0,1468.0,41.4,156,0,60775.2
L47658,L,297.4,309.0,1833.0,22.6,161,0,41425.8
M15339,M,297.4,308.9,1323.0,57.3,163,0,75807.9
L47660,L,297.4,309.0,1583.0,32.0,166,0,50656.0
M15341,M,297.3,309.0,1556.0,39.5,168,0,61462.0
L47662,L,297.3,309.0,1548.0,37.4,171,0,57895.2
L47663,L,300.1,310.1,1504.0,40.1,173,0,60310.4
L47664,L,297.4,309.0,1568.0,33.7,175,0,52841.600000000006
M15345,M,297.4,309.0,1685.0,30.7,177,0,51729.5
M15346,M,297.4,309.1,1582.0,35.9,180,0,56793.799999999996
M15347,M,300.1,310.1,1504.0,40.1,183,0,60310.4
L47668,L,297.4,309.2,1584.0,42.8,186,0,67795.2
M15349,M,297.5,309.2,1347.0,55.8,188,0,75162.59999999999
L47670,L,297.4,309.2,1459.0,37.9,191,0,55296.1
L47671,L,297.4,309.2,1420.0,45.6,193,0,64752.0
L47672,L,297.5,309.3,1404.0,43.5,195,0,61074.0
L47673,L,297.5,309.3,1470.0,38.8,197,0,57035.99999999999
L47674,L,297.6,309.4,1326.0,49.8,199,0,66034.8
H29909,H,297.5,309.3,1459.0,49.7,201,0,72512.3
M15356,M,297.5,309.2,1530.0,40.0,206,0,61200.0
L47677,L,297.4,309.0,1505.0,39.2,209,0,58996.00000000001
L47678,L,297.5,309.1,1611.0,30.2,211,0,48652.2
L47679,L,297.5,309.1,1515.0,35.1,213,0,53176.5
M15360,M,300.1,310.1,1504.0,40.1,215,0,60310.4
M15361,M,297.6,309.3,1464.0,46.2,218,0,67636.8
L47682,L,297.6,309.2,1390.0,43.3,221,0,60186.99999999999
M15363,M,297.6,309.2,1442.0,48.1,0,0,69360.2
M15364,M,297.6,309.3,1529.0,41.9,3,0,64065.1
L47685,L,297.6,309.3,1610.0,35.0,6,0,56350.0
L47686,L,297.6,309.3,1543.0,34.3,8,0,52924.899999999994
H29921,H,297.8,309.4,1445.0,48.2,10,0,69649.0
L47688,L,297.7,309.3,1893.0,24.6,15,0,46567.8
M15369,M,297.6,309.3,1415.0,41.3,17,0,58439.49999999999
L47690,L,300.1,310.1,1504.0,40.1,20,0,60310.4
L47691,L,297.5,309.3,1479.0,39.4,22,0,58272.6
L47692,L,297.5,309.2,1426.0,44.8,24,0,63884.799999999996
L47693,L,297.4,309.2,1428.0,38.8,26,0,55406.399999999994
L47694,L,297.4,309.2,1620.0,33.2,28,0,53784.00000000001
L47695,L,297.5,309.2,1715.0,28.0,30,0,48020.0
L47696,L,297.5,309.3,1732.0,29.9,32,0,51786.799999999996
M15377,M,297.5,309.4,1391.0,58.2,34,0,80956.2
L47698,L,300.1,310.1,1504.0,40.1,37,0,60310.4
M15379,M,297.7,309.5,2027.0,19.8,39,0,40134.6
L47700,L,297.6,309.5,1617.0,36.2,42,0,58535.4
L47701,L,297.5,309.4,1497.0,35.8,44,0,53592.6
M15382,M,297.5,309.5,1448.0,43.7,46,0,63277.600000000006
L47703,L,297.4,309.4,1401.0,45.9,49,0,64305.9
L47704,L,297.4,309.4,1620.0,35.4,51,0,57348.0
L47705,L,297.4,309.4,1466.0,45.5,53,0,66703.0
L47706,L,297.6,309.5,1373.0,50.6,55,0,69473.8
M15387,M,297.6,309.6,1592.0,35.8,57,0,56993.6
M15388,M,297.5,309.5,1553.0,42.4,60,0,65847.2
L47709,L,297.6,309.5,1569.0,36.2,63,0,56797.8
M15390,M,297.6,309.5,1709.0,32.2,65,0,55029.8
L47711,L,297.6,309.5,1549.0,34.9,68,0,54060.1
L47712,L,297.5,309.4,1443.0,45.4,70,0,65512.2
L47713,L,297.5,309.3,1675.0,29.8,72,0,49915.0
L47714,L,297.5,309.3,1623.0,33.4,74,0,54208.2
H29949,H,297.4,309.3,1365.0,52.4,76,0,71526.0
L47716,L,297.4,309.3,1759.0,24.8,81,0,43623.200000000004
H29951,H,297.4,309.3,1516.0,43.0,83,0,65188.0
M15398,M,297.4,309.3,1499.0,36.8,88,0,55163.2
M15399,M,297.4,309.3,1775.0,25.8,91,0,45795.0
L47720,L,297.4,309.4,1473.0,45.5,94,0,67021.5
L47721,L,297.4,309.4,1296.0,52.3,96,0,67780.8
L47722,L,297.5,309.4,1803.0,24.7,98,0,44534.1
H29957,H,297.5,309.3,1563.0,36.1,100,0,56424.3
M15404,M,297.5,309.4,1831.0,26.6,105,0,48704.600000000006
L47725,L,297.6,309.4,1958.0,22.1,108,0,43271.8
L47726,L,297.5,309.4,1809.0,24.3,110,0,43958.700000000004
M15407,M,297.5,309.4,1482.0,39.3,112,0,58242.6
L47728,L,297.4,309.3,1332.0,53.2,115,0,70862.40000000001
L47729,L,297.4,309.2,1437.0,40.4,117,0,58054.799999999996
L47730,L,297.4,309.2,1698.0,29.4,119,0,49921.2
L47731,L,297.4,309.2,1274.0,54.3,121,0,69178.2
M15412,M,297.4,309.3,1622.0,35.0,123,0,56770.0
M15413,M,297.4,309.3,1564.0,36.0,126,0,56304.0
H29968,H,297.5,309.4,1368.0,45.3,129,0,61970.399999999994
M15415,M,297.4,309.4,1539.0,42.2,134,0,64945.8
L47736,L,297.5,309.4,1357.0,50.1,137,0,67985.7
M15417,M,297.5,309.4,1433.0,48.3,139,0,69213.9
L47738,L,297.5,309.4,1650.0,34.6,142,0,57090.0
L47739,L,297.5,309.4,1503.0,40.6,144,0,61021.8
L47740,L,297.5,309.4,1318.0,58.2,146,0,76707.6
M15421,M,297.5,309.4,1678.0,34.4,148,0,57723.2
L47742,L,297.6,309.5,1574.0,30.9,151,0,48636.6
L47743,L,297.7,309.6,1529.0,35.2,153,0,53820.8
H29978,H,297.6,309.6,1669.0,32.1,155,0,53574.9
H29979,H,297.7,309.7,1570.0,35.8,160,0,56205.99999999999
M15426,M,297.6,309.7,1541.0,33.7,165,0,51931.700000000004
M15427,M,297.7,309.7,1680.0,30.2,168,0,50736.0
L47748,L,300.1,310.1,1504.0,40.1,171,0,60310.4
M15429,M,297.7,309.6,1596.0,35.2,173,0,56179.200000000004
L47750,L,297.7,309.7,1498.0,41.0,176,0,61418.0
M15431,M,297.8,309.8,1676.0,29.0,178,0,48604.0
L47752,L,297.8,309.9,1351.0,49.0,181,0,66199.0
L47753,L,297.9,309.9,1472.0,45.0,183,0,66240.0
M15434,M,297.9,310.0,1439.0,41.7,185,0,60006.3
M15435,M,297.9,309.9,1410.0,55.4,188,0,78114.0
H29990,H,300.1,310.1,1504.0,40.1,191,0,60310.4
L47757,L,297.7,309.7,1591.0,37.7,196,0,59980.700000000004
L47758,L,297.8,309.8,1533.0,36.8,198,0,56414.399999999994
M15439,M,297.8,309.7,1700.0,31.3,200,0,53210.0
M15440,M,297.8,309.8,1798.0,25.5,203,0,45849.0
L47761,L,297.8,309.7,1394.0,42.9,206,0,59802.6
L47762,L,300.1,310.1,1504.0,40.1,208,0,60310.4
H29997,H,297.7,309.6,1697.0,32.2,210,0,54643.4
H29998,H,297.6,309.6,1419.0,48.2,215,0,68395.8
L47765,L,297.6,309.5,2001.0,20.5,220,0,41020.5
L47766,L,297.6,309.6,1501.0,49.8,222,1,74749.8
H30001,H,297.6,309.5,1623.0,33.1,224,0,53721.3
L47768,L,297.6,309.4,1628.0,33.4,229,0,54375.2
L47769,L,297.6,309.4,1491.0,40.2,231,0,59938.200000000004
L47770,L,297.5,309.4,1517.0,36.7,233,0,55673.9
H30005,H,297.5,309.3,1525.0,41.7,235,0,63592.50000000001
H30006,H,297.5,309.5,1668.0,27.9,240,0,46537.2
L47773,L,297.5,309.6,1312.0,50.7,0,0,66518.40000000001
H30008,H,297.6,309.6,1278.0,50.4,2,0,64411.2
M15455,M,297.6,309.6,1330.0,53.1,7,0,70623.0
M15456,M,297.6,309.6,1530.0,37.3,10,0,57068.99999999999
H30011,H,297.6,309.6,1428.0,46.6,13,0,66544.8
L47778,L,297.7,309.6,1480.0,47.9,18,0,70892.0
H30013,H,297.7,309.7,1616.0,31.1,20,0,50257.600000000006
L47780,L,297.8,309.7,1547.0,37.3,25,0,57703.1
L47781,L,297.9,309.7,2194.0,16.8,27,0,36859.200000000004
L47782,L,297.9,309.8,2000.0,21.3,29,0,42600.0
L47783,L,297.9,309.8,1336.0,71.6,31,1,95657.59999999999
L47784,L,297.9,309.9,1542.0,33.8,33,0,52119.6
M15465,M,297.9,309.8,1693.0,29.9,35,0,50620.7
L47786,L,297.9,309.8,1461.0,50.5,38,0,73780.5
M15467,M,298.0,309.9,1565.0,33.9,40,0,53053.5
L47788,L,298.0,309.9,1403.0,47.7,43,0,66923.1
L47789,L,298.1,309.9,1629.0,32.5,45,0,52942.5
L47790,L,298.1,310.0,1534.0,33.7,47,0,51695.8
L47791,L,298.1,310.0,1553.0,40.9,49,0,63517.7
L47792,L,298.1,309.9,1563.0,32.8,51,0,51266.399999999994
L47793,L,298.1,309.9,1634.0,30.0,53,0,49020.0
M15474,M,298.0,309.9,1445.0,45.2,55,0,65314.00000000001
L47795,L,298.1,309.9,1642.0,30.4,58,0,49916.799999999996
H30030,H,298.1,309.9,1686.0,29.1,60,0,49062.600000000006
M15477,M,298.1,310.0,1393.0,43.1,65,0,60038.3
H30032,H,298.2,310.0,1433.0,44.2,68,0,63338.600000000006
L47799,L,298.3,310.0,1507.0,44.7,73,0,67362.90000000001
M15480,M,298.3,310.1,1389.0,49.6,75,0,68894.40000000001
L47801,L,300.1,310.1,1504.0,40.1,78,0,60310.4
M15482,M,298.4,310.2,1725.0,32.0,80,0,55200.0
L47803,L,300.1,310.1,1504.0,40.1,83,0,60310.4
H30038,H,300.1,310.1,1504.0,40.1,85,0,60310.4
L47805,L,298.3,310.1,1545.0,36.3,90,0,56083.49999999999
L47806,L,298.4,310.1,1533.0,35.2,92,0,53961.600000000006
L47807,L,298.4,310.1,1455.0,42.2,94,0,61401.00000000001
M15488,M,298.4,310.1,1335.0,57.8,96,0,77163.0
L47809,L,298.3,310.1,1523.0,45.9,99,0,69905.7
L47810,L,298.3,310.0,1460.0,47.6,101,0,69496.0
L47811,L,298.4,310.0,1554.0,37.3,103,0,57964.2
H30046,H,298.3,310.0,1419.0,47.1,105,0,66834.90000000001
L47813,L,298.3,310.0,1442.0,43.9,110,0,63303.799999999996
L47814,L,298.3,309.9,1507.0,41.6,112,0,62691.200000000004
L47815,L,298.3,310.0,1858.0,23.9,114,0,44406.2
L47816,L,298.3,309.9,1463.0,43.9,116,0,64225.7
L47817,L,298.2,309.7,1585.0,37.4,118,0,59279.0
L47818,L,298.0,309.6,1536.0,37.3,120,0,57292.799999999996
L47819,L,298.0,309.6,1403.0,51.3,122,0,71973.9
M15500,M,297.9,309.6,1515.0,38.8,124,0,58781.99999999999
L47821,L,297.9,309.5,1390.0,47.9,127,0,66581.0
M15502,M,297.8,309.4,1226.0,58.7,129,0,71966.2
M15503,M,297.8,309.4,1495.0,36.5,132,0,54567.5
H30058,H,297.7,309.4,1608.0,30.2,135,0,48561.6
L47825,L,297.7,309.4,1392.0,44.1,140,0,61387.200000000004
M15506,M,297.7,309.4,1461.0,43.7,142,0,63845.700000000004
L47827,L,297.7,309.3,1559.0,36.9,145,0,57527.1
H30062,H,297.7,309.3,1400.0,48.9,147,0,68460.0
M15509,M,297.7,309.2,1732.0,28.8,152,0,49881.6
L47830,L,297.6,309.2,1611.0,33.1,155,0,53324.100000000006
L47831,L,297.6,309.1,1503.0,38.9,157,0,58466.7
L47832,L,297.7,309.2,1391.0,44.5,159,0,61899.5
L47833,L,297.8,309.3,2015.0,20.1,161,0,40501.5
L47834,L,297.8,309.2,1683.0,30.9,163,0,52004.7
L47835,L,297.7,309.1,1435.0,38.8,165,0,55677.99999999999
M15516,M,297.7,309.1,1732.0,28.1,167,0,48669.200000000004
L47837,L,297.7,309.2,1365.0,58.6,170,0,79989.0
L47838,L,297.7,309.1,1562.0,36.8,172,0,57481.6
L47839,L,297.6,309.1,1449.0,49.1,174,0,71145.90000000001
M15520,M,297.7,309.2,1700.0,27.4,176,0,46580.0
M15521,M,297.6,309.0,1427.0,45.6,179,0,65071.200000000004
M15522,M,297.6,308.9,1479.0,38.1,182,0,56349.9
L47843,L,297.5,308.9,1469.0,44.0,185,0,64636.0
L47844,L,297.5,308.9,1390.0,47.4,187,0,65886.0
L47845,L,297.5,308.9,1729.0,28.1,189,0,48584.9
L47846,L,297.5,309.0,1470.0,43.5,191,0,63945.0
L47847,L,297.5,308.9,1459.0,48.5,193,0,70761.5
L47848,L,300.1,310.1,1504.0,40.1,195,0,60310.4
H30083,H,297.5,308.9,1471.0,37.7,197,0,55456.700000000004
L47850,L,297.6,309.0,1822.0,25.4,202,0,46278.799999999996
L47851,L,297.5,308.9,1554.0,34.8,204,0,54079.2
M15532,M,297.6,308.9,1433.0,43.2,206,0,61905.600000000006
L47853,L,300.1,310.1,1504.0,40.1,209,0,60310.4
L47854,L,297.8,309.0,1456.0,41.2,0,0,59987.200000000004
M15535,M,297.8,309.1,1424.0,45.5,2,0,64792.0
H30090,H,297.9,309.2,1577.0,34.7,5,0,54721.9
L47857,L,297.9,309.2,1478.0,39.7,10,0,58676.600000000006
M15538,M,297.8,309.2,1295.0,61.2,12,0,79254.0
L47859,L,297.8,309.2,1372.0,47.3,15,0,64895.6
M15540,M,297.8,309.1,1432.0,42.6,17,0,61003.200000000004
M15541,M,297.7,309.0,1656.0,33.2,20,0,54979.200000000004
H30096,H,297.8,309.0,1410.0,48.8,23,0,68808.0
L47863,L,297.7,309.0,1874.0,24.4,28,0,45725.6
L47864,L,297.7,309.0,1538.0,43.2,30,0,66441.6
M15545,M,297.7,309.0,1636.0,29.7,32,0,48589.2
M15546,M,297.7,309.0,1504.0,40.4,35,0,60761.6
M15547,M,297.7,309.0,1531.0,42.4,38,0,64914.4
H30102,H,297.6,309.0,1735.0,26.4,41,0,45804.0
H30103,H,297.6,309.0,1354.0,55.6,46,0,75282.40000000001
H30104,H,297.6,309.0,1413.0,40.2,51,0,56802.600000000006
L47871,L,297.7,309.1,1563.0,39.3,56,0,61425.899999999994
L47872,L,297.7,309.1,1479.0,42.1,58,0,62265.9
L47873,L,297.7,309.1,1477.0,38.3,60,0,56569.1
L47874,L,297.6,309.1,1394.0,50.0,62,0,69700.0
L47875,L,297.6,309.0,1487.0,45.4,64,0,67509.8
M15556,M,297.6,309.0,1815.0,25.3,66,0,45919.5
M15557,M,297.6,308.8,1453.0,39.7,69,0,57684.100000000006
L47878,L,297.6,308.8,1539.0,40.2,72,0,61867.8
H30113,H,297.5,308.7,1416.0,39.2,74,0,55507.200000000004
M15560,M,297.6,308.8,1683.0,31.6,79,0,53182.8
L47881,L,297.7,308.8,1515.0,40.1,82,0,60751.5
M15562,M,297.7,308.9,1531.0,48.3,84,0,73947.3
H30117,H,297.7,308.9,1479.0,40.9,87,0,60491.1
L47884,L,297.7,308.9,1516.0,33.7,92,0,51089.200000000004
L47885,L,297.7,309.0,1507.0,38.2,94,0,57567.4
M15566,M,297.8,309.0,1434.0,43.3,96,0,62092.2
L47887,L,297.7,308.9,1838.0,27.3,99,0,50177.4
M15568,M,297.6,308.8,1416.0,45.9,101,0,64994.4
M15569,M,297.6,308.8,1357.0,49.7,104,0,67442.90000000001
M15570,M,297.5,308.7,1697.0,28.1,107,0,47685.700000000004
L47891,L,297.5,308.7,1443.0,46.2,110,0,66666.6
L47892,L,297.5,308.7,1453.0,37.6,112,0,54632.8
L47893,L,300.1,310.1,1504.0,40.1,114,0,60310.4
L47894,L,297.4,308.6,1609.0,36.2,116,0,58245.8
L47895,L,297.4,308.6,1324.0,59.1,118,0,78248.40000000001
H30130,H,297.4,308.6,1420.0,45.8,120,0,65035.99999999999
L47897,L,297.4,308.7,1545.0,36.9,125,0,57010.5
L47898,L,297.5,308.8,1477.0,39.0,127,0,57603.0
L47899,L,297.4,308.8,1447.0,58.1,129,0,84070.7
L47900,L,297.4,308.9,1809.0,23.8,131,0,43054.200000000004
L47901,L,297.5,308.9,1696.0,30.9,133,0,52406.399999999994
L47902,L,297.5,308.9,1427.0,44.7,135,0,63786.9
M15583,M,297.4,308.9,1500.0,46.3,137,0,69450.0
L47904,L,297.5,308.9,1390.0,44.6,140,0,61994.0
L47905,L,297.4,308.8,1640.0,34.2,142,0,56088.00000000001
M15586,M,297.4,308.8,1628.0,37.4,144,0,60887.2
H30141,H,297.3,308.6,1499.0,37.6,147,0,56362.4
M15588,M,297.4,308.7,1425.0,50.3,152,0,71677.5
L47909,L,297.3,308.6,1586.0,37.7,155,0,59792.200000000004
M15590,M,297.3,308.6,1471.0,50.7,157,0,74579.7
M15591,M,297.3,308.6,1431.0,53.0,160,0,75843.0
L47912,L,297.2,308.6,1924.0,22.1,163,0,42520.4
M15593,M,300.1,310.1,1504.0,40.1,165,0,60310.4
H30148,H,297.0,308.4,1305.0,54.6,168,0,71253.0
L47915,L,300.1,310.1,1504.0,40.1,173,0,60310.4
L47916,L,296.9,308.3,1555.0,38.2,175,0,59401.00000000001
H30151,H,296.9,308.3,1474.0,39.2,177,0,57780.8
L47918,L,296.8,308.3,1506.0,45.9,182,0,69125.4
L47919,L,296.9,308.4,1390.0,41.8,184,0,58101.99999999999
M15600,M,296.9,308.4,1450.0,46.9,186,0,68005.0
L47921,L,296.9,308.3,1513.0,38.8,189,0,58704.399999999994
L47922,L,296.8,308.2,1643.0,34.7,191,0,57012.100000000006
L47923,L,296.8,308.2,1361.0,53.8,193,0,73221.8
L47924,L,296.7,308.1,1450.0,40.9,195,0,59305.0
L47925,L,296.7,308.0,1451.0,50.7,197,0,73565.7
L47926,L,296.8,308.1,1289.0,62.0,199,1,79918.0
L47927,L,296.8,308.1,1356.0,48.3,201,0,65494.799999999996
H30162,H,296.7,308.1,1528.0,46.3,203,0,70746.4
L47929,L,296.6,308.0,1978.0,22.3,208,0,44109.4
L47930,L,296.7,308.0,1535.0,36.8,210,0,56487.99999999999
M15611,M,296.8,308.1,1843.0,24.2,212,0,44600.6
L47932,L,296.9,308.1,1422.0,48.7,215,0,69251.40000000001
L47933,L,296.8,308.0,1536.0,40.4,217,0,62054.399999999994
M15614,M,296.9,308.1,1483.0,44.3,219,0,65696.9
H30169,H,296.8,308.1,1492.0,43.7,222,0,65200.4
L47936,L,296.8,308.0,1584.0,40.4,227,0,63993.6
L47937,L,296.9,308.1,1555.0,33.7,229,0,52403.50000000001
L47938,L,296.8,308.0,1497.0,41.7,231,0,62424.9
M15619,M,296.7,307.8,1537.0,36.3,233,0,55793.1
L47940,L,296.7,307.8,1505.0,39.4,236,0,59297.0
L47941,L,296.7,307.8,1646.0,34.6,238,0,56951.600000000006
M15622,M,296.7,307.8,1286.0,60.5,0,0,77803.0
L47943,L,296.7,307.8,1400.0,47.5,3,0,66500.0
L47944,L,300.1,310.1,1504.0,40.1,5,0,60310.4
L47945,L,300.1,310.1,1504.0,40.1,7,0,60310.4
L47946,L,296.8,308.0,1561.0,38.3,9,0,59786.299999999996
L47947,L,296.9,308.0,1546.0,31.1,11,0,48080.600000000006
L47948,L,296.9,308.0,1713.0,29.3,13,0,50190.9
L47949,L,296.9,308.0,1343.0,44.5,15,0,59763.5
L47950,L,296.8,308.0,1391.0,54.4,17,0,75670.4
H30185,H,296.8,308.0,1311.0,58.6,19,0,76824.6
H30186,H,296.8,308.0,1453.0,51.0,24,0,74103.0
L47953,L,296.8,308.0,1510.0,39.4,29,0,59494.0
L47954,L,296.8,307.9,1448.0,48.8,31,0,70662.4
L47955,L,296.7,307.8,1453.0,46.0,33,0,66838.0
L47956,L,296.7,307.8,1468.0,39.2,35,0,57545.600000000006
L47957,L,296.7,307.8,1382.0,47.5,37,0,65645.0
L47958,L,296.7,308.0,1580.0,32.2,39,0,50876.00000000001
L47959,L,296.8,308.0,1666.0,29.8,41,0,49646.8
M15640,M,296.9,308.0,1409.0,50.7,43,0,71436.3
L47961,L,296.8,308.0,1675.0,29.7,46,0,49747.5
L47962,L,296.8,307.9,1698.0,30.8,48,0,52298.4
H30197,H,296.7,307.9,1579.0,33.4,50,0,52738.6
L47964,L,296.7,307.9,1743.0,27.9,55,0,48629.7
M15645,M,296.9,308.0,1497.0,44.8,57,0,67065.59999999999
L47966,L,296.9,308.1,1741.0,28.8,60,0,50140.8
L47967,L,296.9,308.1,1435.0,45.3,62,0,65005.49999999999
M15648,M,296.9,308.1,1440.0,46.3,64,0,66672.0
M15649,M,296.9,308.0,1641.0,33.3,67,0,54645.299999999996
L47970,L,296.8,307.9,1420.0,45.4,70,0,64468.0
L47971,L,296.8,307.9,1611.0,35.4,72,0,57029.399999999994
L47972,L,296.8,307.8,1373.0,42.9,74,0,58901.7
M15653,M,296.8,307.9,1683.0,31.8,76,0,53519.4
H30208,H,300.1,310.1,1504.0,40.1,79,0,60310.4
L47975,L,300.1,310.1,1504.0,40.1,84,0,60310.4
M15656,M,296.9,307.9,2010.0,18.9,86,0,37989.0
L47977,L,296.8,307.7,1565.0,40.1,89,0,62756.5
M15658,M,296.9,307.8,1828.0,24.6,91,0,44968.8
M15659,M,300.1,310.1,1504.0,40.1,94,0,60310.4
M15660,M,297.0,307.9,1882.0,24.2,97,0,45544.4
L47981,L,296.9,307.8,1285.0,52.1,100,0,66948.5
L47982,L,296.9,307.8,1571.0,35.0,102,0,54985.0
H30217,H,296.9,307.8,1549.0,37.8,104,0,58552.2
M15664,M,296.9,307.8,1544.0,37.6,109,0,58054.4
M15665,M,297.0,307.9,1412.0,47.4,112,0,66928.8
M15666,M,297.0,307.9,1422.0,53.0,115,0,75366.0
L47987,L,297.0,307.7,1867.0,22.8,118,0,42567.6
L47988,L,296.9,307.7,1424.0,43.3,120,0,61659.2
L47989,L,296.9,307.6,1452.0,45.7,122,0,66356.40000000001
L47990,L,296.9,307.7,1550.0,39.7,124,0,61535.00000000001
L47991,L,296.8,307.6,1588.0,37.6,126,0,59708.8
L47992,L,296.8,307.6,1338.0,44.4,128,0,59407.2
L47993,L,296.8,307.6,1513.0,40.0,130,0,60520.0
M15674,M,296.8,307.5,1470.0,45.9,132,0,67473.0
M15675,M,296.8,307.5,1516.0,36.7,135,0,55637.200000000004
L47996,L,296.8,307.6,1434.0,48.3,138,0,69262.2
L47997,L,296.8,307.6,1368.0,52.0,140,0,71136.0
L47998,L,296.8,307.6,1304.0,48.7,142,0,63504.8
L47999,L,296.8,307.6,1398.0,46.7,144,0,65286.600000000006
L48000,L,296.7,307.6,1516.0,37.4,146,0,56698.4
L48001,L,296.7,307.6,1474.0,41.7,148,0,61465.8
M15682,M,296.7,307.6,1547.0,34.7,150,0,53680.9
M15683,M,296.6,307.5,1482.0,39.9,153,0,59131.799999999996
L48004,L,296.6,307.4,1436.0,42.8,156,0,61460.799999999996
L48005,L,296.6,307.3,1474.0,40.0,158,0,58960.0
L48006,L,296.5,307.2,1481.0,38.2,160,0,56574.200000000004
L48007,L,296.5,307.3,1501.0,42.1,162,0,63192.1
L48008,L,296.5,307.3,1566.0,37.2,164,0,58255.200000000004
L48009,L,296.5,307.3,1579.0,34.5,166,0,54475.5
L48010,L,296.6,307.4,1631.0,35.0,168,0,57085.0
M15691,M,296.6,307.4,1544.0,42.3,170,0,65311.2
L48012,L,296.6,307.4,1521.0,38.6,173,0,58710.6
L48013,L,296.6,307.4,1616.0,28.0,175,0,45248.0
H30248,H,296.6,307.4,1333.0,50.2,177,0,66916.6
M15695,M,296.7,307.4,1533.0,32.5,182,0,49822.5
L48016,L,296.6,307.4,1368.0,45.1,185,0,61696.8
L48017,L,296.6,307.4,1465.0,47.8,187,0,70027.0
H30252,H,296.6,307.4,1406.0,41.5,189,0,58349.0
M15699,M,296.5,307.4,1565.0,43.5,194,0,68077.5
L48020,L,296.6,307.5,1582.0,37.9,197,0,59957.799999999996
L48021,L,296.6,307.5,1439.0,45.5,199,0,65474.5
M15702,M,296.6,307.5,1566.0,35.0,201,0,54810.0
L48023,L,296.6,307.5,1485.0,42.7,204,0,63409.50000000001
